query,candidate,label,category,city
i want to eat in Majjate,"Aire de service Meknes - casual restaurant in Majjate, cuisine: nan, rated 3.5/5",high,restaurant,Majjate
cafe Oujda,"Café Hotel Luxembourg - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
place for drinks in Rabat,"ô Bar - casual bar in Agadir, cuisine: nan, rated 3.5/5",medium,bar,Rabat
where to sleep in Tangier,"Riad Soul of Tetouan - luxury hotel in Tetouan, cuisine: nan, rated 3.5/5",medium,hotel,Tangier
training club Oujda,"Fitness Park - casual gym in Rabat, cuisine: nan, rated 3.5/5, website available",medium,gym,Oujda
restaurant in Rabat,"Bar a Tapas - casual bar in Agadir, cuisine: nan, rated 3.5/5",low,restaurant,Rabat
casual gym Casablanca,"Association Muscle , Fitnesse et Gym - casual gym in Fes, cuisine: nan, rated 3.5/5",medium,gym,Casablanca
pharmacy open now Beni,"marjane supermarket - casual supermarket in Pachalik, cuisine: nan, rated 3.5/5",low,pharmacy,Beni
place for drinks in Agadir,"Bar a Tapas - casual bar in Agadir, cuisine: nan, rated 3.5/5",high,bar,Agadir
bakery Fes morning,"Tradi Maison Fès - casual bakery in Fes, cuisine: nan, rated 3.5/5",high,bakery,Fes
place to stay Tetouan,"Dar Meknes Tresor - casual hotel in Meknes, cuisine: nan, rated 3.5/5",medium,hotel,Tetouan
casual bar Agadir,"Agadir Beach Club - casual bar in Agadir, cuisine: nan, rated 3.5/5",high,bar,Agadir
restaurant luxury Oujda,"Café Rosa - casual cafe in Oujda, cuisine: nan, rated 3.5/5",low,restaurant,Oujda
spa in Rabat,"حمام السعادة - casual spa in Rabat, cuisine: nan, rated 3.5/5",high,spa,Rabat
hammam Marrakech,"Assal Hammam Salon & Spa - casual spa in Marrakech, cuisine: nan, rated 3.5/5, website available, phone available",high,spa,Marrakech
training club Fes,"Stars Fitness - casual gym in Fes, cuisine: nan, rated 3.5/5",high,gym,Fes
where can i find a pharmacy in Agadir,"Snak fes food - casual fast_food in Fes, cuisine: nan, rated 3.5/5",low,pharmacy,Agadir
find me a restaurant Tetouan open now,"Snack bresca tetouan - casual restaurant in Tetouan, cuisine: nan, rated 3.5/5",high,restaurant,Tetouan
gym Casablanca,"Gym Club - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
good bakery Fes,"Tradi Maison Fès - casual bakery in Fes, cuisine: nan, rated 3.5/5",high,bakery,Fes
supermarket Lamharza,"Marjane Oujda مرجان وجدة - casual supermarket in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",medium,supermarket,Lamharza
grocery Rabat,"Green Village Rabat - casual supermarket in Rabat, cuisine: nan, rated 3.5/5, phone available",high,supermarket,Rabat
gym Tetouan,"Restaurant - casual restaurant in Fes, cuisine: nan, rated 3.5/5",low,gym,Tetouan
hotel Tangier,"The Riad Hostel Tangier - luxury hotel in Tangier, cuisine: nan, rated 3.5/5, phone available",high,hotel,Tangier
pharmacy open now Fes,"Pharmacie Jnane Fès صيدلية جنان فاس - casual pharmacy in Fes, cuisine: nan, rated 3.5/5, phone available",high,pharmacy,Fes
cheap cafe Majjate,"Labela spa - casual spa in Fes, cuisine: nan, rated 3.5/5",low,cafe,Majjate
where to work out in Casablanca,"Lady Fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
spa Casablanca,"Bar salmane - casual bar in Rabat, cuisine: nan, rated 3.5/5, phone available",low,spa,Casablanca
place to stay Tetouan,"Riad Soul of Tetouan - luxury hotel in Tetouan, cuisine: nan, rated 3.5/5",high,hotel,Tetouan
bar in Fes,"Café  Bar Dalila - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
where to buy food in Aourir,"Marjane Oujda مرجان وجدة - casual supermarket in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",medium,supermarket,Aourir
restaurant luxury Tetouan,"Le Rital Tétouan - casual restaurant in Tetouan, cuisine: nan, rated 3.5/5, website available",high,restaurant,Tetouan
cafe Tangier morning,"Cafe Socco Tangier - casual cafe in Tangier, cuisine: nan, rated 3.5/5",high,cafe,Tangier
spa in Rabat,"Hammam Puzr - casual spa in Rabat, cuisine: nan, rated 3.5/5",high,spa,Rabat
cheap bar Pachalik,"Bar Astour - casual bar in Fes, cuisine: nan, rated 3.5/5",medium,bar,Pachalik
hairdresser Fes,"235th Barber Street Marrakech - casual hairdresser in Marrakech, cuisine: nan, rated 3.5/5, phone available",medium,hairdresser,Fes
where can i find a pharmacy in Kénitra,"Jetset Lounge and Spa - casual spa in Rabat, cuisine: nan, rated 3.5/5",low,pharmacy,Kénitra
pharmacy open now Tetouan,"Casablanca shore - casual fast_food in Casablanca, cuisine: nan, rated 3.5/5",low,pharmacy,Tetouan
cafe near me Bni,"Cafe Wardat Meknes - casual cafe in Tangier, cuisine: nan, rated 3.5/5",medium,cafe,Bni
training club Fes,"Palais Fitness - casual gym in Fes, cuisine: nan, rated 3.5/5, phone available",high,gym,Fes
where can i find a pharmacy in Kénitra,"Pharmacie Bab Fés صيدلية باب فاس - casual pharmacy in Kénitra, cuisine: nan, rated 3.5/5",high,pharmacy,Kénitra
pharmacy Beni,"Pharmacie de Rabat - casual pharmacy in Rabat, cuisine: nan, rated 3.5/5, phone available",medium,pharmacy,Beni
nan restaurant in Oujda,"Restaurant Nacional - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",high,restaurant,Oujda
best restaurant Berrechid good reviews,"Bar à Boucles Rabat - casual hairdresser in Rabat, cuisine: nan, rated 3.5/5",low,restaurant,Berrechid
relax wellness Fes,"Dar Besouda - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
pharmacy open now Marrakech,"Pharmacie Bab Marrakech صيدلية باب مراكش - casual pharmacy in Marrakech, cuisine: nan, rated 3.5/5",high,pharmacy,Marrakech
pharmacy Khenifra,"Pharmacie Tariq Meknes صيدلية طريق مكناس - casual pharmacy in Khenifra, cuisine: nan, rated 3.5/5",high,pharmacy,Khenifra
massage Agadir,"Tildi Hotel & Spa - casual spa in Agadir, cuisine: nan, rated 3.5/5, website available, phone available",high,spa,Agadir
place for drinks in Fes,"Artistico Bar - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
luxury cafe Meknes,"مقهى - casual cafe in Meknes, cuisine: nan, rated 3.5/5",high,cafe,Meknes
cafe near me Souk,"مرجان واد فاس - casual supermarket in Fes, cuisine: nan, rated 3.5/5",low,cafe,Souk
relax wellness Casablanca,"Spa Skin for life Casablanca - casual spa in Casablanca, cuisine: nan, rated 3.5/5",high,spa,Casablanca
fast food in Marrakech,"Pizzeria Fast Ford - budget fast_food in Fes, cuisine: nan, rated 3.5/5",medium,fast_food,Marrakech
pharmacy open now Demnate,"235th Barber Street Marrakech - casual hairdresser in Marrakech, cuisine: nan, rated 3.5/5, phone available",low,pharmacy,Demnate
cafe Rabat morning,"Local bakery - casual bakery in Tetouan, cuisine: nan, rated 3.5/5",low,cafe,Rabat
coffee shop in Oujda,"NYC NewYorkCity Café - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
pharmacy open now Meknes,"Pharmacie Meknès صيدلية مكناس - casual pharmacy in Meknes, cuisine: nan, rated 3.5/5",high,pharmacy,Meknes
pharmacy Khouribga,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Khouribga, cuisine: nan, rated 3.5/5",high,pharmacy,Khouribga
cozy cafe in Fes,"Café مقهى - casual cafe in Meknes, cuisine: nan, rated 3.5/5",medium,cafe,Fes
pharmacy open now Marrakech,"Hotel - casual hotel in Ksar, cuisine: nan, rated 3.5/5",low,pharmacy,Marrakech
relax wellness Ifrane,"Hammam Marassa - casual spa in Rabat, cuisine: nan, rated 3.5/5",medium,spa,Ifrane
restaurant casual Oued,"Bar La Noblesse - casual bar in Fes, cuisine: nan, rated 3.5/5",low,restaurant,Oued
hammam Fes,"Hammam Sidi Azouz - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
casual spa Fes,"Hammam et coiffeur - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
bar in Tangier,"Bar a Tapas - casual bar in Agadir, cuisine: nan, rated 3.5/5",medium,bar,Tangier
best restaurant Majjate good reviews,"LIONZ KEBAB Casablanca - casual fast_food in Casablanca, cuisine: burger;fries;fried_chicken;sandwich;kebab;tacos, rated 3.5/5, website available, phone available",low,restaurant,Majjate
relax wellness Marrakech,"Taiba Hammam Turc - casual spa in Marrakech, cuisine: nan, rated 3.5/5",high,spa,Marrakech
spa in Fes,"Hammam Mernissi - casual spa in Fes, cuisine: nan, rated 3.5/5, phone available",high,spa,Fes
hammam Fes,"Rue El Hammam - casual spa in Fes, cuisine: nan, rated 3.6/5",high,spa,Fes
hammam Rabat,"Agdal Spa Rabat - casual spa in Rabat, cuisine: nan, rated 3.5/5",high,spa,Rabat
bar in Fes,"Bar À R C Chic - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
where to eat in Majjate,"Barbershop Mido - casual hairdresser in Kénitra, cuisine: nan, rated 3.5/5",low,restaurant,Majjate
place to stay Fes,"Riad Dar Mystere - luxury hotel in Fes, cuisine: nan, rated 3.5/5",high,hotel,Fes
fresh bread Saâda,"Bakery - casual bakery in Saâda, cuisine: nan, rated 3.5/5",high,bakery,Saâda
spa Oujda,"Bar à Boucles Rabat - casual hairdresser in Rabat, cuisine: nan, rated 3.5/5",low,spa,Oujda
where to work out in Marrakech,"Lina Fitness Center - casual gym in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",medium,gym,Marrakech
massage Tangier,"Hammam - casual spa in Tangier, cuisine: nan, rated 3.5/5",high,spa,Tangier
fast food near me Tetouan,"Café Casablanca - casual cafe in Settat, cuisine: nan, rated 3.5/5",low,fast_food,Tetouan
casual spa Fes,"Spa centre lavage - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
quick bite Fes,"Snak Fast Medina - budget fast_food in Fes, cuisine: nan, rated 3.5/5",high,fast_food,Fes
burger place Fes,"Snak fes food - casual fast_food in Fes, cuisine: nan, rated 3.5/5",high,fast_food,Fes
fitness center Rabat,"Gold's Gym - casual gym in Rabat, cuisine: nan, rated 3.5/5",high,gym,Rabat
fitness center Meknes,"Associatuon of Fitness - casual gym in Meknes, cuisine: nan, rated 3.5/5",high,gym,Meknes
pharmacy open now Khouribga,"Restaurant - casual restaurant in Bni, cuisine: nan, rated 3.5/5",low,pharmacy,Khouribga
place for coffee in Oujda,"Millennium Café - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
cafe near me Tangier,"Cafe Wardat Meknes - casual cafe in Tangier, cuisine: nan, rated 3.5/5",high,cafe,Tangier
massage Marrakech,"Hammam zitouna - casual spa in Meknes, cuisine: nan, rated 3.5/5",medium,spa,Marrakech
coffee shop in Bni,"Café - casual cafe in Ksar, cuisine: nan, rated 3.5/5",medium,cafe,Bni
haircut Essaouira,"Barbershop Naime - casual hairdresser in Essaouira, cuisine: nan, rated 3.5/5",high,hairdresser,Essaouira
quick bite Fes,"Café  Bar Dalila - casual bar in Fes, cuisine: nan, rated 3.5/5",low,fast_food,Fes
casual bar Fes,"Sky Bar (Hôtel Sahrai) - casual bar in Fes, cuisine: nan, rated 3.5/5, phone available",high,bar,Fes
supermarket Rabat,"Green Village Rabat - casual supermarket in Rabat, cuisine: nan, rated 3.5/5, phone available",high,supermarket,Rabat
where can i find a pharmacy in Fes,"Pharmacie Ahel Fès صيدلية أهل فاس - casual pharmacy in Fes, cuisine: nan, rated 3.5/5",high,pharmacy,Fes
budget cafe Settat,"Café - casual cafe in Rabat, cuisine: nan, rated 3.5/5",medium,cafe,Settat
relax wellness Essaouira,"hammam Pabst - casual spa in Essaouira, cuisine: nan, rated 3.5/5",high,spa,Essaouira
place for drinks in Agadir,"Bar Marrakech - casual bar in Pachalik, cuisine: nan, rated 3.5/5",medium,bar,Agadir
relax wellness Ifrane,"Rue Hammam El Anf - casual spa in Méchouar, cuisine: nan, rated 3.6/5",medium,spa,Ifrane
relax wellness Meknes,"Hammam Aljazeera - casual spa in Meknes, cuisine: nan, rated 3.5/5",high,spa,Meknes
restaurant casual Casablanca,"Le Duc Casablanca - casual restaurant in Casablanca, cuisine: nan, rated 3.5/5",high,restaurant,Casablanca
restaurant in Rabat,"Restaurant - casual restaurant in Issaguen, cuisine: nan, rated 3.5/5",medium,restaurant,Rabat
good restaurant in Casablanca,"Nearshore Casablanca - casual restaurant in Casablanca, cuisine: nan, rated 3.5/5",high,restaurant,Casablanca
good bar Rabat nightlife,"Bar salmane - casual bar in Rabat, cuisine: nan, rated 3.5/5, phone available",high,bar,Rabat
fast food in Fes,"Joker Fast Food - budget fast_food in Fes, cuisine: moroccan, rated 3.5/5",high,fast_food,Fes
pharmacy open now M,"Pharmacie tetouan shore - casual pharmacy in M, cuisine: nan, rated 3.5/5",high,pharmacy,M
coffee shop in Tangier,"MEKNES's Bakery - casual bakery in Tetouan, cuisine: nan, rated 3.5/5",low,cafe,Tangier
training club Casablanca,"THE GYM FACTORY CASABLANCA - casual gym in Casablanca, cuisine: nan, rated 3.5/5, website available",high,gym,Casablanca
bakery Fes morning,"Local bakery - casual bakery in Tangier, cuisine: nan, rated 3.5/5",medium,bakery,Fes
budget bakery Tetouan,"supermarket(Alcohol) - casual supermarket in Tangier, cuisine: nan, rated 3.5/5",low,bakery,Tetouan
good bar Tangier nightlife,"Sky 5 Restaurant + Bar Tapas - casual bar in Tangier, cuisine: spanish;tapas, rated 3.5/5, website available",high,bar,Tangier
relax wellness Mechouar,"Derb El Hammam - casual spa in Mechouar, cuisine: nan, rated 3.6/5",high,spa,Mechouar
fast food near me Fes,"Tacos De Fes - casual fast_food in Fes, cuisine: nan, rated 3.5/5",high,fast_food,Fes
pharmacy Marrakech,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Khouribga, cuisine: nan, rated 3.5/5",medium,pharmacy,Marrakech
coffee shop in Fes,"Restaurant - casual restaurant in Ksar, cuisine: nan, rated 3.5/5",low,cafe,Fes
cafe Bab morning,"Café - casual cafe in Bab, cuisine: nan, rated 3.5/5",high,cafe,Bab
spa in Meknes,"Hammam & douches - casual spa in Meknes, cuisine: nan, rated 3.5/5",high,spa,Meknes
where to sleep in Meknes,"Ibis Meknes - casual hotel in Meknes, cuisine: nan, rated 3.5/5",high,hotel,Meknes
pharmacy open now Akhlij,"Dg. 7 frut1as et supermarket aida enface sijn mahali - casual supermarket in Tangier, cuisine: nan, rated 3.5/5",low,pharmacy,Akhlij
cafe near me Tetouan,"Barbershop Mido - casual hairdresser in Kénitra, cuisine: nan, rated 3.5/5",low,cafe,Tetouan
where can i find a pharmacy in Akhlij,"Pharmacy (speak English well and understand your needs) - casual pharmacy in Akhlij, cuisine: nan, rated 3.5/5",high,pharmacy,Akhlij
pharmacy Fes,"Pharmacie de Fès صيدلية فاس - casual pharmacy in Fes, cuisine: nan, rated 3.5/5",high,pharmacy,Fes
pharmacy open now Ouled,"Château de Roslane Boutique hôtel & Spa - casual spa in Iqaddar, cuisine: nan, rated 3.5/5",low,pharmacy,Ouled
quick bite Marrakech,"Café - casual cafe in Bni, cuisine: nan, rated 3.5/5",low,fast_food,Marrakech
spa in Rabat,"Rue Tahte El Hammam - casual spa in Rabat, cuisine: nan, rated 3.6/5",high,spa,Rabat
relax wellness Fes,"YUBA_CYN.SPA - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
where to sleep in Meknes,"Riad Mahdi Meknes - luxury hotel in Meknes, cuisine: nan, rated 3.5/5",high,hotel,Meknes
pharmacy Dar,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Marrakech, cuisine: nan, rated 3.5/5",medium,pharmacy,Dar
pharmacy Aït,"Pharmacie Essenhaji Agadir صيدلية الصنهاجي أكادير - casual pharmacy in Aït, cuisine: nan, rated 3.5/5",high,pharmacy,Aït
budget bakery Tetouan,"Palais Sheherazade & spa - casual spa in Fes, cuisine: nan, rated 3.5/5",low,bakery,Tetouan
spa in Fes,"Spa Riad Fes by Cinq Mondes - luxury spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
massage Rabat,"Rue Hammam Chorfa - casual spa in Rabat, cuisine: nan, rated 3.6/5",high,spa,Rabat
grocery Lamharza,"Green Village Rabat - casual supermarket in Rabat, cuisine: nan, rated 3.5/5, phone available",medium,supermarket,Lamharza
hotel Méchouar,"Hotel Agadir - casual hotel in Méchouar, cuisine: nan, rated 3.5/5",high,hotel,Méchouar
good restaurant in Rabat,"Instagrill Rabat - casual restaurant in Rabat, cuisine: barbecue, rated 3.5/5",high,restaurant,Rabat
luxury cafe Martil,"Rue Tahte El Hammam - casual spa in Rabat, cuisine: nan, rated 3.6/5",low,cafe,Martil
cheap barber in Essaouira,"Bar Astour - casual bar in Fes, cuisine: nan, rated 3.5/5",low,hairdresser,Essaouira
casual cafe Oujda,"Café Design - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
place for coffee in Timhadit,"Restaurant Universitaire - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",low,cafe,Timhadit
fresh bread Saâda,"Local bakery - casual bakery in Assilah, cuisine: nan, rated 3.5/5",medium,bakery,Saâda
coffee shop in Chefchaouen,"café - casual cafe in Chefchaouen, cuisine: nan, rated 3.5/5",high,cafe,Chefchaouen
place for coffee in Oujda,"Cafe Le Rond Point - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
place for coffee in Rabat,"Cafe fes - casual cafe in Fes, cuisine: nan, rated 3.5/5",medium,cafe,Rabat
fitness center Agadir,"Marjane Fès II مرجان فاس 2 - casual supermarket in Fes, cuisine: nan, rated 3.5/5",low,gym,Agadir
spa in Fes,"Le Park Fitness & Spa - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
good restaurant in Martil,"Boulangerie MEKNÈS - casual restaurant in Martil, cuisine: nan, rated 3.5/5",high,restaurant,Martil
fitness center Casablanca,"Anytime Fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5, website available, phone available",high,gym,Casablanca
gym Marrakech,"Max Lady Gym - casual gym in Marrakech, cuisine: nan, rated 3.5/5",high,gym,Marrakech
relax wellness Mechouar,"Derb Hammam - casual spa in Mechouar, cuisine: nan, rated 3.6/5",high,spa,Mechouar
casual bar Rabat,"Bar à Boucles Rabat - casual bar in Rabat, cuisine: nan, rated 3.5/5",high,bar,Rabat
cafe Ksar morning,"Café - casual cafe in Ksar, cuisine: nan, rated 3.5/5",high,cafe,Ksar
training club Casablanca,"GO FITNESS - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
relax wellness Méchouar,"Spa - casual spa in Tasoultante, cuisine: nan, rated 3.5/5",medium,spa,Méchouar
massage Rabat,"creatio lahlou jamal coiffure spa ésthétique - casual spa in Rabat, cuisine: nan, rated 3.5/5, phone available",high,spa,Rabat
i want to eat in Tetouan,"Salon CHRIS - casual hairdresser in Marrakech, cuisine: nan, rated 3.5/5, website available, phone available",low,restaurant,Tetouan
spa in Agadir,"Spa - casual spa in Agadir, cuisine: nan, rated 3.5/5",high,spa,Agadir
spa Fes,"Spa Riad Fes by Cinq Mondes - luxury spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
good bar Agadir nightlife,"Agadir Beach Club - casual bar in Agadir, cuisine: nan, rated 3.5/5",high,bar,Agadir
good restaurant in Fes,"Restaurant - casual restaurant in Fes, cuisine: nan, rated 3.5/5",high,restaurant,Fes
fast food in Tangier,"Z Hotel Meknes - casual hotel in Majjate, cuisine: nan, rated 3.5/5, phone available",low,fast_food,Tangier
cafe near me Oujda,"Café Romantique - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
cheap spa Essaouira,"Joker Fast Food - budget fast_food in Fes, cuisine: moroccan, rated 3.5/5",low,spa,Essaouira
where to work out in Aït,"GO FITNESS - casual gym in Casablanca, cuisine: nan, rated 3.5/5",medium,gym,Aït
spa in Fes,"Spa - casual spa in Tasoultante, cuisine: nan, rated 3.5/5",medium,spa,Fes
place for coffee in Rabat,"La vue de Rabat - casual cafe in Rabat, cuisine: nan, rated 3.5/5, phone available",high,cafe,Rabat
where can i find a pharmacy in Témara,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Demnate, cuisine: nan, rated 3.5/5",medium,pharmacy,Témara
good bakery Agadir,"Barbershop Mido - casual hairdresser in Kénitra, cuisine: nan, rated 3.5/5",low,bakery,Agadir
relax wellness Casablanca,"Topkapi Hammams & Spa - casual spa in Casablanca, cuisine: nan, rated 3.5/5, phone available",high,spa,Casablanca
pharmacy Marrakech,"Pharmacie Les Portes de Marrakech صيدلية أبواب مراكش - casual pharmacy in Marrakech, cuisine: nan, rated 3.5/5",high,pharmacy,Marrakech
cheap hotel Tangier,"The Riad Hostel Tangier - luxury hotel in Tangier, cuisine: nan, rated 3.5/5, phone available",high,hotel,Tangier
find me a restaurant Casablanca open now,"Restaurant Agadir - casual restaurant in Guercif, cuisine: nan, rated 3.5/5",medium,restaurant,Casablanca
cozy cafe in Oujda,"Café Le 44 - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
accommodation Méchouar,"Hotel - casual hotel in Chefchaouen, cuisine: nan, rated 3.5/5",medium,hotel,Méchouar
hammam Agadir,"Sofitel Agadir Thalassa Sea & Spa - casual spa in Agadir, cuisine: nan, rated 3.5/5",high,spa,Agadir
good restaurant in Souk,"Pharmacie Bab Marrakech صيدلية باب مراكش - casual pharmacy in Rabat, cuisine: nan, rated 3.5/5",low,restaurant,Souk
gym Essaouira,"Salle Tsouki Fitness & Musculation - casual gym in Essaouira, cuisine: nan, rated 3.5/5, phone available",high,gym,Essaouira
place for drinks in Rabat,"Bar Jour Et Nuit - casual bar in Rabat, cuisine: nan, rated 3.5/5",high,bar,Rabat
good bar Tangier nightlife,"Bonsai Sushi Bar - casual bar in Ifrane, cuisine: sushi;asian;japanese, rated 3.5/5",medium,bar,Tangier
massage Oujda,"Hammam - casual spa in Oujda, cuisine: nan, rated 3.5/5",high,spa,Oujda
burger place Marrakech,"Fast Food alamas - budget fast_food in Tetouan, cuisine: nan, rated 3.5/5",medium,fast_food,Marrakech
coffee shop in Oujda,"Café Cristal - casual cafe in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",high,cafe,Oujda
gym Casablanca,"Anytime Fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5, website available, phone available",high,gym,Casablanca
where can i find a pharmacy in Dar,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Demnate, cuisine: nan, rated 3.5/5",medium,pharmacy,Dar
cafe near me Meknes,"Restaurant Miami Inn - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",low,cafe,Meknes
fresh bread Agadir,"Cafe Wardat Meknes - casual cafe in Tangier, cuisine: nan, rated 3.5/5",low,bakery,Agadir
pharmacy open now Dar,"Pharmacie Route De Marrakech صيدلية طريق مراكش - casual pharmacy in Pachalik, cuisine: nan, rated 3.5/5",medium,pharmacy,Dar
spa in Marrakech,"Derb Hammam - casual spa in Marrakech, cuisine: nan, rated 3.6/5",high,spa,Marrakech
gym Casablanca,"GO FITNESS - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
relax wellness Casablanca,"Casablanca Le Lido Thalasso & Spa - casual spa in Casablanca, cuisine: nan, rated 3.5/5, phone available",high,spa,Casablanca
bar Fes,"Bar La Noblesse - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
cafe Casablanca morning,"Café Agadir - casual cafe in Casablanca, cuisine: nan, rated 3.5/5",high,cafe,Casablanca
bakery in Fes,"Boulangerie Pâtisserie Chhiouate Fes - casual bakery in Fes, cuisine: nan, rated 3.5/5",high,bakery,Fes
casual bakery Fes,"Mimissa Bakery - casual bakery in Agadir, cuisine: nan, rated 3.5/5",medium,bakery,Fes
good bar Pachalik nightlife,"Joker Fast Food - budget fast_food in Fes, cuisine: moroccan, rated 3.5/5",low,bar,Pachalik
find me a restaurant Guercif open now,"Restaurant - casual restaurant in Berrechid, cuisine: nan, rated 3.5/5",medium,restaurant,Guercif
good bar Pachalik nightlife,"Pharmacie Oujda صيدلية وجدة - casual pharmacy in Oujda, cuisine: nan, rated 3.5/5, phone available",low,bar,Pachalik
find me a restaurant Tangier open now,"la muralla tangier - casual restaurant in Tangier, cuisine: chicken;burger;moroccan;french, rated 3.5/5, website available, phone available",high,restaurant,Tangier
training club Fes,"Le Park Fitness & Spa - casual gym in Fes, cuisine: nan, rated 3.5/5",high,gym,Fes
massage Tangier,"Spa - casual spa in Tangier, cuisine: nan, rated 3.5/5",high,spa,Tangier
gym Casablanca,"THE GYM FACTORY CASABLANCA - casual gym in Casablanca, cuisine: nan, rated 3.5/5, website available",high,gym,Casablanca
budget gym Essaouira,"قاعة ومطعم اوميگا كلوب - casual gym in Aït, cuisine: nan, rated 3.5/5, website available, phone available",medium,gym,Essaouira
fitness center Tetouan,"Fitness Park - casual gym in Casablanca, cuisine: nan, rated 3.5/5",medium,gym,Tetouan
place for drinks in Rabat,"Bar Lounge Le Zebrano - casual bar in Rabat, cuisine: nan, rated 3.5/5",high,bar,Rabat
fast food in Fes,"Snack Fast-food - budget fast_food in Fes, cuisine: nan, rated 3.5/5",high,fast_food,Fes
cafe Oujda morning,"Café Le 44 - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
where to eat in Oujda,"Restaurant El Kabados - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",high,restaurant,Oujda
pharmacy Marrakech,"Bar La Noblesse - casual bar in Fes, cuisine: nan, rated 3.5/5",low,pharmacy,Marrakech
spa in Meknes,"Hammam zitouna - casual spa in Meknes, cuisine: nan, rated 3.5/5",high,spa,Meknes
supermarket Fes,"supermarket(Alcohol) - casual supermarket in Tangier, cuisine: nan, rated 3.5/5",medium,supermarket,Fes
massage Agadir,"Bo Hotel & Spa - casual spa in Agadir, cuisine: nan, rated 3.5/5",high,spa,Agadir
where to work out in Fes,"Club Sportif Rayan Gym Form 24 - casual gym in Fes, cuisine: nan, rated 3.5/5",high,gym,Fes
place for coffee in Meknes,"Belhaj Fast Food - budget fast_food in Casablanca, cuisine: nan, rated 3.5/5",low,cafe,Meknes
place for coffee in Oujda,"Café Al Bahia - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
fitness center Rabat,"Fitness Park - casual gym in Rabat, cuisine: nan, rated 3.5/5, website available",high,gym,Rabat
massage Meknes,"Hammam zitouna - casual spa in Meknes, cuisine: nan, rated 3.5/5",high,spa,Meknes
cozy cafe in Oujda,"Café Arena Palace - luxury cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
nan restaurant in Oujda,"Restaurant Abderrahman Karan مطعم عبد الرحمن كران - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",high,restaurant,Oujda
fast food near me Casablanca,"Belhaj Fast Food - budget fast_food in Casablanca, cuisine: nan, rated 3.5/5",high,fast_food,Casablanca
bakery in Fes,"Roti Shop Marrakech - casual fast_food in Marrakech, cuisine: nan, rated 3.5/5",low,bakery,Fes
pharmacy open now Tetouan,"Pharmacie Mall Tétouan صيدلية مول تطوان - casual pharmacy in Tetouan, cuisine: nan, rated 3.5/5",high,pharmacy,Tetouan
budget barber in Casablanca,"Salon Fath Bout y fes - casual hairdresser in Fes, cuisine: nan, rated 3.5/5, phone available",medium,hairdresser,Casablanca
gym Chefchaouen,"Moving Fitness Club - casual gym in Chefchaouen, cuisine: nan, rated 3.5/5",high,gym,Chefchaouen
